frame_number,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
121,1.0,[1025.5381122003525 581.4390643468524 1293.2066879029146 812.5996175893275],[1116.6859130859375 723.9002075195312 1212.438232421875 763.4901733398438],0.4432644248008728,LP05JEO,0.11470569217679566
122,6.0,[435.135463202451 775.0718390301918 823.3140848804959 1070.1731958975138],[570.7688598632812 961.0947875976562 672.7769165039062 1011.3652954101562],0.5691777467727661,GX15OGJ,0.32566009257501455
123,6.0,[433.29871326022567 778.911996554516 823.1531199820929 1073.8199514228065],[568.0941772460938 969.43212890625 669.9320068359375 1018.478759765625],0.5958875417709351,GX15OGJ,0.547703842671907
123,33.0,[1119.2767688399806 792.7295687866988 1472.454676561011 1067.6217866697134],[1247.3983154296875 959.3516235351562 1360.4886474609375 1015.9956665039062],0.5212296843528748,LH13VCV,0.12485495010905774
124,6.0,[431.7732746658485 781.2714014534965 822.5168746689244 1075.5745328434955],[567.5344848632812 974.3258666992188 668.00244140625 1020.9082641601562],0.556908130645752,GX15OGJ,0.4478327151297946
125,6.0,[431.3264794418578 785.045408012649 823.2273548388412 1077.4736386893765],[564.9893188476562 975.9005126953125 667.707275390625 1025.5467529296875],0.5747079253196716,GX15OGJ,0.44543172634958117
125,33.0,[1120.0161780880176 798.5392791922715 1478.0491280564856 1075.8183218852562],[1250.60302734375 963.8203125 1361.001708984375 1021.9660034179688],0.5212299823760986,LH13VCV,0.3964296443623547
126,6.0,[428.5812168157619 790.3687340065987 822.6749447815013 1079.032427694641],[565.257568359375 984.4293823242188 668.9170532226562 1031.9906005859375],0.5731096863746643,GX15OGJ,0.3821142994062355
126,33.0,[1119.840045304175 803.0575615781088 1479.9945626092185 1079.6278101349917],[1252.90771484375 966.187744140625 1360.902587890625 1024.9459228515625],0.572699248790741,LH13VCV,0.19397039114196976
126,1.0,[1023.473827394339 593.2967463936832 1297.4026127734382 825.9186201809437],[1110.8055419921875 733.2896118164062 1220.6546630859375 777.6293334960938],0.44526106119155884,AP05JEO,0.4401040316940998
127,6.0,[426.2889282942907 793.9129217532143 821.9023814840849 1078.849541186998],[562.4359741210938 985.4013061523438 667.4130859375 1034.30419921875],0.5688737034797668,GX15OGJ,0.5394183601208428
127,1.0,[1023.3002880898564 594.3249777736803 1298.205135131023 827.4980135933072],[1110.179931640625 731.3670654296875 1224.3114013671875 777.0599365234375],0.36735212802886963,AP05JEO,0.16447666589714355
128,6.0,[423.3416804013211 797.770530611642 820.525665792999 1078.7833287836536],[559.025390625 994.1656494140625 665.3878784179688 1042.6058349609375],0.5710866451263428,GX15OGJ,0.3394458385206708
128,1.0,[1023.9428788981076 595.1449756080505 1298.252501175514 829.2923266369254],[1105.947265625 734.7551879882812 1219.7769775390625 780.21533203125],0.35950371623039246,AP05JEQ,0.37361183612877014
129,6.0,[420.0951740167368 800.6318337831037 819.4048503121242 1077.7844876660529],[557.2472534179688 999.1959228515625 658.4638061523438 1047.70751953125],0.5171130299568176,GX15OGJ,0.5098434860390251
129,8.0,[560.4150931607074 550.037295716866 808.6211004236101 764.8115031463923],[637.723388671875 671.98974609375 721.8541259765625 713.5397338867188],0.5009685158729553,LH05ZZK,0.4683889777727858
129,1.0,[1023.6830943746022 597.062586171799 1298.3563133106372 832.3205175342853],[1116.4483642578125 741.6397705078125 1219.6451416015625 785.1860961914062],0.3676663935184479,ZP05JEQ,0.20100839715587543
130,6.0,[418.0050555716851 803.191451967919 819.6546291655743 1077.072605438195],[552.9911499023438 1001.6458740234375 654.2386474609375 1050.2440185546875],0.5667778253555298,GX15OGJ,0.4060185501217249
130,8.0,[559.2976879783592 550.4139950672927 807.7518230187042 765.0124126450978],[638.85791015625 674.7552490234375 718.9887084960938 714.8738403320312],0.5318836569786072,KH05ZZK,0.2214107152138838
130,33.0,[1122.0790183402933 811.5461957973686 1489.2650222392722 1076.1885387502507],[1257.80712890625 986.290283203125 1364.5035400390625 1043.216064453125],0.5232794284820557,LM13VCV,0.12453420173607864
130,1.0,[1024.7217536633582 598.184568076887 1299.5137767147287 834.5623760883002],[1114.1268310546875 743.768798828125 1226.6578369140625 788.35498046875],0.3355366587638855,AP05JEO,0.22246935006480023
131,6.0,[415.2647519703535 806.6054636512681 818.0400168323233 1077.3648444652993],[554.1930541992188 1007.8865356445312 657.427001953125 1054.15673828125],0.6027907729148865,GX15OGJ,0.24363417696156003
131,1.0,[1024.5865517596358 600.5982466062094 1300.3884558196614 837.3466551012325],[1114.7911376953125 746.6605834960938 1209.410888671875 786.3975830078125],0.40829530358314514,AP05JEO,0.29353348853646766
132,6.0,[416.115025884907 811.6520736755523 818.075533401144 1078.6014041862477],[554.4795532226562 1013.6802978515625 665.216796875 1061.7022705078125],0.5917482376098633,GX15OGJ,0.28996097392692394
133,6.0,[414.4746701263665 814.8833874719758 815.0522163783961 1079.4123622109066],[550.47314453125 1017.4004516601562 653.4673461914062 1066.3466796875],0.5860130190849304,GX15OGJ,0.26221376199918006
134,33.0,[1121.6234933279704 825.6241496763377 1492.3975385688557 1078.3441401385205],[1263.024658203125 1005.6124877929688 1371.419677734375 1065.0740966796875],0.5984199643135071,LH13VCV,0.31430315375168333
134,6.0,[411.2204062814835 818.507150056334 812.2490309519383 1079.827099875518],[547.1918334960938 1024.2703857421875 652.062744140625 1072.4600830078125],0.5446840524673462,GX15OGJ,0.41882263636881073
135,6.0,[407.0797376565099 823.5643336995456 809.7923325850945 1081.5744818959379],[545.4996337890625 1031.052734375 645.7438354492188 1076.1875],0.5867661237716675,GX15OGU,0.11504369830164549
136,6.0,[404.8570598439267 826.589114619832 808.5007732802169 1081.5658445089414],[543.5864868164062 1032.9735107421875 645.1946411132812 1077.5340576171875],0.5926241874694824,GX15OGJ,0.37993301889868286
136,8.0,[550.7024343718048 562.3368719288992 804.7617380477317 779.3984395132852],[633.2800903320312 684.9974365234375 712.3084716796875 726.120849609375],0.3892812430858612,KH05ZIK,0.21303634354049272
137,33.0,[1124.9830826206457 837.3197148820161 1497.597014930488 1080.7293060993563],[1261.621337890625 1018.2791748046875 1374.8369140625 1076.841552734375],0.6239811182022095,LH13VCH,0.15519038178762248
137,6.0,[402.1534190123524 830.5005608851809 807.9069065699433 1082.3800557172272],[544.610107421875 1044.3897705078125 646.225341796875 1080.0],0.37566256523132324,GX15OGJ,0.26933973290415153
138,33.0,[1126.0552484224572 841.5093346572945 1497.5826227732823 1081.685673276957],[1260.487060546875 1030.626953125 1372.017333984375 1078.1572265625],0.587114155292511,LH13VCV,0.14205392315822574
139,33.0,[1127.1999775450074 844.8890445548129 1498.4302470973337 1082.0602026978775],[1264.934814453125 1033.054931640625 1375.7403564453125 1079.880615234375],0.5605443716049194,LH13VCV,0.439510108799276
139,1.0,[1024.7470358133849 615.7603849665304 1310.2004378854483 855.4429119761407],[1117.9249267578125 762.798583984375 1228.989990234375 804.1961669921875],0.3103412091732025,AP05JEO,0.09027060615654774
140,33.0,[1129.143233325957 849.5689425769089 1501.0742770310105 1081.4068073958263],[1269.197509765625 1038.2528076171875 1380.803955078125 1080.0],0.44031253457069397,LH13VCV,0.19573967479028154
143,1.0,[1022.9361091911233 621.3072003870489 1314.3511647543091 868.0807414249077],[1126.1068115234375 771.7966918945312 1226.8961181640625 816.2503051757812],0.5012567639350891,AP05JEO,0.35666547255035524
144,1.0,[1023.4833243076862 624.0219934006241 1316.5140718840187 872.5999465458051],[1130.835693359375 776.2578735351562 1228.155517578125 822.2565307617188],0.4955795705318451,ZP05JEO,0.39950017824132383
146,1.0,[1024.5409293538557 628.4974985017019 1319.1360470510342 878.5986870960872],[1122.60546875 777.6243896484375 1237.9676513671875 827.099853515625],0.5444263219833374,ZP05JEO,0.3180703976965652
147,1.0,[1025.6077469759578 630.6982524617038 1320.573375133218 882.4097812483305],[1123.91455078125 782.6962280273438 1237.6746826171875 829.2894287109375],0.5160977244377136,LP05JEO,0.1161911932186829
148,1.0,[1024.3341138628014 632.344641361467 1320.7261236139996 885.0829889988202],[1123.6256103515625 781.5053100585938 1242.0 829.9345092773438],0.5580427050590515,AR05JEO,0.5278307112776339
149,1.0,[1025.6715921227196 634.3698494962609 1323.4280631964248 888.6507792128302],[1130.9835205078125 786.4735107421875 1242.410888671875 836.379638671875],0.5590656399726868,AP05JEO,0.2276304339261659
150,1.0,[1026.8676838159754 636.7887630493213 1327.150566360985 892.7057331144778],[1134.08056640625 788.3118896484375 1245.2984619140625 838.3033447265625],0.5508077144622803,WP05JEO,0.3146074985297066
151,1.0,[1027.073892449482 637.8746736396355 1329.5731659503151 894.8981813778324],[1131.9130859375 789.0787353515625 1246.8787841796875 839.6083374023438],0.42393797636032104,AP05JEO,0.1292383831927215
153,1.0,[1024.0937918722038 642.3128174723801 1329.1060405940407 900.2783798654403],[1132.5499267578125 799.724853515625 1242.6031494140625 847.456787109375],0.5394424796104431,AP05JEO,0.5377985917727447
155,1.0,[1024.8040668407232 645.3071594854838 1335.5216950297256 904.6334111465097],[1130.689208984375 805.155029296875 1244.2874755859375 853.4388427734375],0.5521747469902039,AP05JEO,0.14230964676103489
155,8.0,[523.8412857500476 590.9499265955502 788.0658305978405 819.2018217356743],[609.5347290039062 725.4120483398438 695.9671020507812 768.3649291992188],0.5370299220085144,LH05ZZK,0.36461803199143644
156,1.0,[1025.5840641046807 650.1655475118953 1335.8083415297847 909.5774901033924],[1131.3951416015625 805.5238037109375 1247.507080078125 853.4650268554688],0.5125488042831421,AP05JEO,0.11051566298131293
157,1.0,[1022.1847170884299 651.0855968126984 1333.5079515730645 911.1475674811286],[1129.841796875 805.5048217773438 1246.31005859375 853.8574829101562],0.5548738241195679,AP05JEO,0.42087231611505393
158,1.0,[1021.7112038447011 653.2556217912831 1333.9220252149194 913.786071361671],[1135.930419921875 808.7990112304688 1251.310302734375 859.8140258789062],0.546605110168457,AP05JEO,0.3522988797012477
159,1.0,[1021.6674334692437 655.0943433070704 1334.6580969954055 916.4644624690691],[1138.2919921875 814.5142822265625 1249.2081298828125 861.685546875],0.5470288991928101,AP05JEO,0.3453837034913276
160,1.0,[1026.0634969941211 657.1815397752039 1336.6641487564834 918.9674410074663],[1140.112060546875 817.48828125 1248.7244873046875 862.8603515625],0.5005778074264526,AP05JEO,0.49812809161034943
161,8.0,[515.6367429539592 599.7816081757413 784.1921123089074 835.0168897433117],[600.7877197265625 738.2418823242188 689.6585083007812 781.0675048828125],0.49523526430130005,KH05ZIK,0.24437703913947662
162,1.0,[1025.1633956961746 662.4961733589971 1337.4598936803845 926.3952343152964],[1141.79345703125 825.4581909179688 1247.9862060546875 872.9865112304688],0.5738779902458191,AP05JEO,0.3401550073057229
163,1.0,[1028.0122006847068 664.7026768983033 1340.0309174911768 929.4358899779563],[1141.0823974609375 827.6473388671875 1249.890625 875.9205322265625],0.549519956111908,AP05JEO,0.3972888226441366
164,1.0,[1029.7775275715376 666.6672295201081 1341.3505537678516 933.0081856616741],[1135.672119140625 824.5453491210938 1254.347412109375 877.067138671875],0.499526709318161,AP05JEO,0.2400630918792669
165,1.0,[1032.8494956999768 669.1682765483934 1342.7054649266236 937.4370608254931],[1132.3896484375 828.0972290039062 1253.8079833984375 880.4470825195312],0.5614222288131714,AP05JEO,0.15867198365061366
165,8.0,[510.27867774798165 609.7255521279857 783.654391550009 845.3993071713611],[603.2855224609375 747.5868530273438 689.9846801757812 789.9779663085938],0.5089415311813354,KH05ZZK,0.2372967579543079
166,8.0,[509.23110676568615 610.8935805549481 783.7142399441078 847.4511105943366],[600.59619140625 749.073486328125 691.0748291015625 793.7296142578125],0.5232871770858765,KR05ZIK,0.31348292633411445
166,1.0,[1031.3447039021455 671.7063627960333 1341.5307270820779 941.1704920601121],[1140.9111328125 836.3983764648438 1251.1563720703125 884.2484130859375],0.44961801171302795,AP05JEO,0.14040206565744612
167,1.0,[1030.1120194343916 674.6178659970051 1341.8733298499887 944.638488651158],[1145.7928466796875 840.6298828125 1252.3466796875 885.0362548828125],0.4741493761539459,AP05JEQ,0.37567967471744923
172,1.0,[1037.0618999861179 687.2172440406432 1350.3798443119842 958.950742337202],[1139.8077392578125 850.2627563476562 1266.6748046875 901.621826171875],0.5658150911331177,AP05JEO,0.19507544472250163
174,1.0,[1042.2345520154365 692.7294293292323 1354.887683763449 965.5899676843806],[1151.18310546875 860.5014038085938 1272.1219482421875 910.7092895507812],0.5758116245269775,AP05JBO,0.11717940928178908
175,1.0,[1041.611117223335 696.3360478918571 1354.8717612905025 969.2498940120831],[1146.4915771484375 861.8232421875 1266.4478759765625 912.7430419921875],0.5709177255630493,AP05JEO,0.16264407293991112
177,1.0,[1044.0704546459529 703.356981352013 1358.4429890759584 977.0859183874966],[1149.704345703125 876.0369873046875 1255.74658203125 923.0452880859375],0.4939795136451721,AP05JEO,0.2474914239557707
178,1.0,[1044.3868262260037 705.7181904098279 1361.4844934852174 980.473008764623],[1148.6478271484375 876.2367553710938 1262.9375 924.8175659179688],0.558914065361023,AP05JEO,0.18790375904931908
179,1.0,[1045.2201908317911 707.9614327236252 1364.290430976721 983.7514339636716],[1148.38916015625 876.5696411132812 1273.48388671875 926.958984375],0.5136145353317261,AP05JEQ,0.2803983594750683
180,1.0,[1046.298509372167 710.8340151330499 1366.05140883202 988.2681247800074],[1144.231201171875 879.896728515625 1274.4188232421875 932.8876342773438],0.5217819213867188,AP05JEQ,0.2884073600246887
180,8.0,[494.07672746232276 642.4484758649671 774.3403740440134 884.0392434596199],[587.0391235351562 785.209716796875 677.7306518554688 831.1029052734375],0.5119971036911011,KH05ZZK,0.3913437069000899
181,8.0,[493.06390598227665 644.0927082951055 773.6399469209831 887.0784093470943],[584.9042358398438 787.1513671875 677.1485595703125 832.92626953125],0.5382065176963806,QH05ZZK,0.2877226317795027
181,1.0,[1047.069862297505 713.3593106453573 1366.9753020468306 992.371006602815],[1156.1802978515625 886.4170532226562 1275.4544677734375 936.0283813476562],0.5037307143211365,AP05JEQ,0.10097222971486265
182,8.0,[492.3414396490614 647.6309676289522 773.0309425566775 891.0268146065353],[585.4830322265625 792.158203125 675.0787353515625 835.0067138671875],0.5393562912940979,KH05ZZK,0.22877368277422278
182,1.0,[1046.5504937347018 714.4021366438313 1369.5266644532953 994.6918297074316],[1152.936767578125 887.43310546875 1271.616943359375 936.22998046875],0.5277128219604492,AP05JCO,0.272068628962266
183,1.0,[1044.8724494991036 716.9668928043291 1373.4568606484875 998.0119146531788],[1159.80224609375 892.3998413085938 1273.1199951171875 942.7765502929688],0.5797427892684937,AP05JEQ,0.3431205015184442
183,8.0,[490.5385516994097 650.7526661956986 770.9071736244343 894.6656279617077],[583.7237548828125 794.6737060546875 675.3738403320312 838.7537841796875],0.5342164635658264,KH05ZZK,0.41368148863947285
184,8.0,[488.5155536047989 652.5999051594094 768.8334152168347 897.5360960599764],[582.6617431640625 793.8978881835938 675.3983154296875 841.05615234375],0.575396716594696,KH05ZZK,0.4700077889826998
184,1.0,[1045.520260963956 719.5315948439321 1376.4159503223145 1000.7203549926381],[1152.3787841796875 894.899658203125 1270.65869140625 944.5084228515625],0.5513892769813538,AP05JEO,0.4195532039962696
185,1.0,[1045.6575224088183 723.0628107257899 1378.9398017286512 1005.1326144836974],[1158.576904296875 899.9426879882812 1273.3778076171875 949.4360961914062],0.577558696269989,AP05JEO,0.3135639884679696
185,8.0,[488.18812492349116 653.9662541100844 768.4183440489137 900.0464974822002],[580.5977783203125 800.1295166015625 673.3333740234375 845.534912109375],0.5412713885307312,KH05ZZK,0.1788261948147674
186,1.0,[1045.8583465047568 726.8246190701184 1382.2365358858228 1010.202845764032],[1153.39892578125 899.7388916015625 1281.6741943359375 952.014404296875],0.5578305721282959,AP05JEQ,0.5274498395289408
187,1.0,[1044.316167775938 729.1617342050325 1381.8977158652406 1013.731761253949],[1153.8663330078125 900.863037109375 1278.2117919921875 955.1554565429688],0.5647962689399719,AP05JEO,0.36158085810179497
188,1.0,[1045.6755290923106 733.1292434461132 1385.0747504456103 1018.1394207694809],[1162.9169921875 910.7620239257812 1277.73046875 957.4872436523438],0.537767231464386,AP05JEO,0.4065076281089951
189,1.0,[1045.5598810584656 737.478432585386 1385.0844533586333 1022.9695991935754],[1165.3426513671875 913.0919189453125 1280.9034423828125 961.0199584960938],0.560664713382721,AP05JEO,0.3875059218432416
190,1.0,[1045.7182994728048 739.7486304881666 1387.225779371516 1026.025051447789],[1166.096923828125 915.5237426757812 1284.0322265625 966.7401733398438],0.5554567575454712,AP05JEQ,0.35921775031653375
191,1.0,[1043.563184074344 743.792208391716 1385.5878455237394 1030.9414870860546],[1167.112548828125 922.6937255859375 1279.8480224609375 972.1138916015625],0.5502789616584778,AP05JEO,0.5295905417448761
192,1.0,[1043.6809932163653 748.1197746705933 1386.9185865326087 1035.7418319509457],[1162.0338134765625 924.8861083984375 1288.423828125 977.8944091796875],0.565916895866394,AP05JEQ,0.3481224842898941
194,1.0,[1044.7632845100648 753.1709496516678 1389.8406102903414 1042.568491729462],[1171.4034423828125 932.9851684570312 1293.622314453125 983.6632690429688],0.5791566371917725,AP05JEQ,0.31267871048422324
195,8.0,[469.3398483959528 679.1039269866603 763.4056726624632 933.463502453367],[565.1636962890625 830.2216796875 662.4349975585938 877.9036254882812],0.5196946859359741,KH05ZZK,0.054466948684486476
196,1.0,[1046.6175991053701 758.6149135692048 1392.3977276624742 1048.974358239083],[1172.2135009765625 938.0960083007812 1291.015869140625 987.1638793945312],0.5432718992233276,AP05JEO,0.16569004233158935
197,1.0,[1047.2832829124916 761.4152989841346 1395.4392351760396 1053.0117031894497],[1173.8638916015625 945.528076171875 1293.2794189453125 995.2276611328125],0.5918683409690857,AP05JEQ,0.1645572723236625
197,8.0,[466.9095905373943 685.2120566982575 762.8506213922647 941.2996604920105],[562.6835327148438 837.461669921875 657.3360595703125 882.2049560546875],0.5551295876502991,KH05ZZK,0.3071369422514653
198,8.0,[466.38323032933107 687.7807285428048 763.2491827516253 945.343467815683],[561.1826171875 841.7254028320312 656.9682006835938 886.2559204101562],0.5454085469245911,KH05ZZK,0.13949998064611993
199,1.0,[1050.0452079773843 767.7704791293293 1405.389584484523 1061.4225453092226],[1170.7646484375 949.001220703125 1300.928466796875 1002.264404296875],0.5480275750160217,AP05JEQ,0.47029506045397623
199,8.0,[465.36107717626237 688.9818157625064 763.4165773647403 947.9578374219468],[561.06494140625 842.1737060546875 655.8577270507812 887.2178344726562],0.5446557998657227,KH05ZZK,0.2267818075716661
200,1.0,[1050.3453697603718 770.6006682310668 1408.7332211342564 1065.3360326584184],[1180.6981201171875 958.5274658203125 1301.7615966796875 1005.829833984375],0.5667306184768677,AP05JEO,0.3089360924620031
200,8.0,[463.55780704398535 691.8370223985396 762.5234871685213 951.3891851808521],[557.73486328125 845.4083862304688 655.1002807617188 892.8367309570312],0.5578253269195557,KH05ZZK,0.19339009601654894
201,8.0,[461.23995746410446 696.302751223153 761.6357032196397 956.8088880493375],[556.7202758789062 849.4600219726562 653.110107421875 897.6685791015625],0.5561226010322571,KH03ZZK,0.08050356969403179
201,1.0,[1050.3124452015934 773.7297103779537 1409.3795980015173 1068.8162744893343],[1180.0972900390625 964.4635620117188 1294.1026611328125 1009.8316040039062],0.530921459197998,AP05JEQ,0.13000809980514416
202,1.0,[1051.6266970740348 776.0517858844063 1411.8432348694173 1071.0900259788345],[1177.7235107421875 963.73779296875 1293.3385009765625 1011.4915161132812],0.5588897466659546,KP05JEQ,0.08300883580863264
202,8.0,[458.8156007635621 698.85561232885 760.3172074118097 959.7644706101152],[554.77685546875 851.092529296875 651.826416015625 899.7447509765625],0.5177936553955078,KN05ZZK,0.1073298758722124
203,1.0,[1051.7278367389704 779.6120568934089 1415.1451457031485 1073.5227733097365],[1182.17626953125 971.3600463867188 1294.5404052734375 1018.3276977539062],0.5630753040313721,AP05JEO,0.24941030161299407
203,8.0,[457.1667271774047 701.9216932471707 759.5729828557214 963.4787183666654],[552.7498168945312 854.202392578125 652.5151977539062 902.3638916015625],0.5278427600860596,KH05ZZK,0.8857611902321837
204,8.0,[454.58494969933014 705.1666998274386 758.8975781857469 967.4356317753206],[547.793701171875 858.2556762695312 649.626708984375 905.389404296875],0.5393764972686768,KH05ZZK,0.4218083675491873
205,1.0,[1053.8230176791096 785.2352658310266 1420.474118114368 1076.7910623923974],[1173.693359375 972.381591796875 1310.068115234375 1026.864990234375],0.5735560059547424,AP05JEO,0.16397611750443689
206,1.0,[1052.1863254018904 789.1950781859317 1421.0786068512762 1078.4354108837465],[1183.179931640625 980.59716796875 1306.1546630859375 1030.8837890625],0.5549049377441406,AP05JEQ,0.42834092474746593
207,1.0,[1051.9117990289358 792.549919106283 1424.1304788009613 1078.8555076307864],[1186.5479736328125 986.48828125 1309.975341796875 1036.263427734375],0.5851779580116272,AP05JEQ,0.4544600981820879
207,8.0,[442.92974677768643 712.127777986433 755.9209881852573 976.4024532711898],[544.8175659179688 867.8858642578125 644.8739013671875 915.311279296875],0.5666278004646301,KH05ZZK,0.20625150788449206
208,1.0,[1050.7528180692095 795.4698228751145 1425.7990205241024 1078.7671284226524],[1188.368408203125 987.4493408203125 1311.92919921875 1039.8824462890625],0.5888468623161316,AP05JEQ,0.34558274862573174
209,1.0,[1054.813183534866 797.5824301918921 1429.8949196593246 1077.7467381594215],[1188.78369140625 994.074462890625 1313.148193359375 1043.8994140625],0.561090350151062,AP05JEQ,0.19099730887424565
210,8.0,[438.2301457980932 720.5634851038058 754.4039326053517 990.2523328428426],[538.8488159179688 878.6426391601562 640.5892333984375 927.0857543945312],0.5485104322433472,KH05ZZK,0.3597597594222375
210,1.0,[1054.518171160476 800.5138252315526 1431.644455144146 1077.0107371244762],[1182.601806640625 998.0341796875 1312.8626708984375 1047.5218505859375],0.5368248820304871,AP05JEO,0.22055539326659113
211,1.0,[1055.172989657693 803.7346045647512 1433.1123484952268 1075.5669238075686],[1179.41357421875 1000.439453125 1314.146484375 1050.8553466796875],0.4764973521232605,AP05JEQ,0.24804609209311326
212,1.0,[1054.6107618391866 806.432525734517 1431.9580728075784 1076.9470687116316],[1193.2718505859375 1007.0194702148438 1315.30078125 1055.54296875],0.5967715382575989,AP05JEO,0.3613461502207369
212,8.0,[435.32077692860213 724.5213824249481 752.3580985898509 997.5223520021666],[536.1347045898438 885.7628784179688 636.5960693359375 932.2518920898438],0.5792586207389832,KH05ZZK,0.27997558549182244
213,1.0,[1056.2183276820742 810.6774881486467 1434.3124730268014 1078.1942097973676],[1196.493896484375 1010.8004150390625 1318.8651123046875 1062.1007080078125],0.6211689114570618,AP05JEO,0.2805967339382372
214,1.0,[1056.9070554166456 813.9079723963173 1433.8411461905002 1078.9793420751507],[1196.6767578125 1013.3326416015625 1318.064697265625 1064.3492431640625],0.6115795373916626,AP05JEO,0.4882230729225287
215,8.0,[426.9901216665807 733.1594442349193 750.4084628081016 1008.3090845035855],[529.1049194335938 897.1796264648438 627.79931640625 946.4410400390625],0.5991705656051636,KH05ZZK,0.43515923609324986
215,1.0,[1055.6317578315122 817.3979356499401 1431.9253211589933 1079.8820509132174],[1193.8350830078125 1022.2479858398438 1319.4429931640625 1073.3768310546875],0.5679703950881958,AP05JEO,0.28868452067674266
216,8.0,[423.8439422801965 736.4569320071744 748.232605077899 1013.0735769439857],[524.6992797851562 899.1416625976562 628.4188842773438 949.368408203125],0.5926442742347717,KH05ZZK,0.2095530233559406
216,1.0,[1056.0586624448458 821.5235182199924 1432.0581342541025 1079.9488935067473],[1193.996826171875 1023.2178955078125 1324.427978515625 1074.275390625],0.5097030997276306,AP05JEQ,0.5504646077510749
216,59.0,[1128.0838281764627 641.6748985338618 1415.0623778651711 880.5007484603473],[1239.71826171875 794.089599609375 1314.0133056640625 826.7779541015625],0.3087739050388336,VE02FKQ,0.0040618542236501845
217,8.0,[421.9136466264161 739.1230465441031 746.7702981326781 1017.0019204664504],[524.4710693359375 902.3681030273438 630.291748046875 951.6289672851562],0.5837044715881348,KH05ZZK,0.23440446351597954
217,1.0,[1055.9575867499623 824.7162149326196 1432.0966144179163 1079.4802775437824],[1198.972412109375 1030.9661865234375 1323.69140625 1077.4500732421875],0.48680707812309265,AP05JEQ,0.580620257451793
219,8.0,[414.0431420444247 748.5903914655516 743.2475597002613 1026.8225125951294],[521.4984741210938 912.5535278320312 625.2075805664062 958.9476928710938],0.5845270752906799,KH05ZZK,0.40252264175500796
221,8.0,[414.60210152937145 755.3410202487812 744.8945846512187 1034.3385394167526],[518.5133666992188 919.000732421875 622.0302124023438 968.1790161132812],0.6393188834190369,KK05ZZK,0.43424311827386125
222,8.0,[411.0646020551508 758.3841389515409 740.4086521135441 1037.6460274058468],[515.5682983398438 925.0830688476562 617.181884765625 972.9552612304688],0.5672093629837036,KH05ZZK,0.6539060087886385
227,8.0,[399.01367368831995 773.3850183387117 733.1086987537448 1058.181717589324],[506.1264953613281 942.2655029296875 612.7976684570312 993.626220703125],0.5777366757392883,KH05ZZS,0.04990011072949901
228,8.0,[393.7458528179358 776.9049137805482 730.0767402098704 1063.0033780082133],[503.4855041503906 946.5701293945312 607.923095703125 997.4478149414062],0.5533391237258911,LH05ZZK,0.16643514953961033
234,8.0,[379.52516297564694 794.2036339277614 721.6257583178174 1076.4297061275868],[493.42950439453125 972.2406005859375 601.0005493164062 1021.4102783203125],0.5991772413253784,KH05ZZK,0.2938789374717877
235,8.0,[375.17544441112807 796.9098778344675 722.7277258300104 1076.8279447299915],[491.6346130371094 973.3897705078125 597.7749633789062 1023.472412109375],0.5846529006958008,KH05ZZK,0.3058300802652782
236,8.0,[373.7862018029788 800.6762222132959 721.951055530248 1077.6453713177661],[487.6976623535156 978.0721435546875 596.607666015625 1028.4437255859375],0.6008478999137878,KH05ZZK,0.7588707377636391
238,8.0,[372.65806734579064 807.027998481521 719.6334262171401 1078.1265428130564],[486.3467102050781 986.3677368164062 595.0166625976562 1038.5],0.6053093075752258,KH05ZZK,0.29135643176265225
239,8.0,[371.09851051910897 809.0891037043989 721.0619371874554 1077.5839412160599],[482.5951843261719 992.7008056640625 592.9240112304688 1045.1092529296875],0.6044973731040955,KH05ZZK,0.20172222375528776
240,8.0,[367.2118241167011 811.8477670099787 721.2610769788571 1077.272496622349],[480.1227722167969 999.3384399414062 593.0548706054688 1050.834228515625],0.5655599236488342,KH05ZZK,0.2550581656904298
241,8.0,[366.238161915929 814.2963926410804 723.8574897969687 1076.8320882672467],[479.1512451171875 1001.3031616210938 591.9249877929688 1052.471923828125],0.5728123784065247,KH05ZZK,0.22428751618090598
242,8.0,[367.0703992824897 818.0937925825816 725.7374754401949 1076.954398036948],[477.04595947265625 1006.5919799804688 590.1893920898438 1055.997314453125],0.5792884826660156,KH05ZIK,0.47411339568184724
245,8.0,[362.19591135779064 829.2906199942432 724.5114338842714 1075.479625497966],[472.2803039550781 1020.048583984375 581.673095703125 1072.7532958984375],0.5828631520271301,KH05ZIK,0.09645780639108245
256,59.0,[1134.1308505019615 749.3041568005875 1461.8108124399246 1015.5310076447339],[1252.3031005859375 918.2398681640625 1347.792236328125 964.0618286132812],0.5931966304779053,WR02FKD,0.20000058822737934
257,59.0,[1135.4591951768475 752.1619584391839 1462.898129875607 1018.5000944009872],[1253.5565185546875 923.123291015625 1350.5379638671875 970.8446044921875],0.5785663723945618,UR02FKD,0.15339852719136454
260,328.0,[1164.1318206286544 577.5801281455689 1439.668768031849 817.8304674330485],[1273.778564453125 721.37548828125 1342.0850830078125 756.0726928710938],0.41161006689071655,EX51NBG,0.12563199165850775
263,328.0,[1166.5434879107038 580.6211276616417 1445.8372080209379 819.6720521019478],[1275.5130615234375 730.95654296875 1346.262451171875 765.7584838867188],0.44724133610725403,EX51NBG,0.04159343445558551
